,employee_id,age,attrition,businesstravel,$_dailyrate,department,distancefromhome,education,educationfield,environmentsatisfaction,gender,$_hourlyrate,jobinvolvement,joblevel,jobrole,jobsatisfaction,maritalstatus,$_monthlyincome,$_monthlyrate,numcompaniesworked,overtime,%_percentsalaryhike,performancerating,relationshipsatisfaction,standardhours,stockoptionlevel,totalworkingyears,trainingtimeslastyear,worklifebalance,yearsatcompany,yearsincurrentrole,yearssincelastpromotion,yearswithcurrmanager,datebirth,$_salary,remotework
312,313,29,No,travel_rarely,556.26,None,10,1,None,4,female,69.53059138132265,2,2, sales executive ,2,divorced,4492.84,11681.39,1,yes,14,3.0,1,part time,2,7.0,2,3.0,7,None,1,7,1994,53914.11,no
313,314,37,No,non_travel,616.37,None,6,3,medical,3,male,77.04447319187743,4,2, research scientist ,1,divorced,4978.33,12943.67,4,no,13,3.0,1,full time,2,13.0,2,3.0,7,None,6,7,1986,59740.0,no
314,315,26,No,travel_rarely,556.26,None,1,3,None,3,male,69.53,3,2, sales executive ,3,None,4492.84,11681.39,1,no,17,3.0,2,part time,1,9.92660852930857,3,3.0,8,None,7,7,1997,53914.11,yes
315,316,40,No,travel_rarely,290.04,None,10,4,life sciences,4,female,75.67588457790191,4,1, laboratory technician ,3,married,2342.59,6090.75,3,yes,13,3.0,3,part time,1,11.580426844588569,3,3.0,7,None,1,7,1983,58678.88934049508,yes
316,317,41,Yes,non_travel,556.26,None,4,3,None,1,male,69.53062915283296,3,2, sales executive ,2,None,4492.84,11681.39,1,no,18,3.0,3,part time,0,8.0,5,3.0,8,None,7,7,1982,53914.11,no
317,318,51,No,travel_rarely,556.26,None,14,2,None,3,female,107.13092953441168,3,2, sales executive ,4,None,4492.84,11681.39,4,no,11,3.0,3,part time,1,18.0,2,2.0,7,None,0,7,1972,83068.11680389095,yes
318,319,37,No,non_travel,313.03,None,14,3,None,4,female,39.12701906714904,3,1, laboratory technician ,1,None,2764.1429373195933,6573.67,1,no,12,3.0,3,full time,1,6.48472400612796,2,2.0,18,None,12,17,1986,30340.0,no
319,320,56,No,non_travel,1363.14,None,6,3,life sciences,3,female,197.190104573005,4,4, sales executive ,1,married,11010.0,28626.0,9,no,11,3.0,4,part time,3,36.0,0,2.0,7,None,7,7,1967,152897.09380660282,yes
320,321,41,No,travel_rarely,865.84, sales ,1,3,marketing,2,male,108.22932834145116,4,3, sales executive ,1,married,7296.0892417826,18182.67,1,no,16,3.0,3,part time,1,10.0,2,3.0,10,None,0,7,1982,83920.0,yes
321,322,46,No,non_travel,556.26,None,18,3,medical,3,female,69.53103925106338,3,2, manufacturing director ,3,None,4492.84,11681.39,2,no,14,3.0,3,part time,1,19.0,5,2.0,10,None,0,8,1977,53914.11,no
322,323,30,No,non_travel,290.04,None,2,3,None,3,female,36.25265187184501,3,1, laboratory technician ,4,single,2575.601073489759,6090.75,0,no,14,3.0,3,part time,0,12.0,2,2.0,11,None,6,7,1993,28111.13,no
323,324,35,No,travel_rarely,1032.49,None,16,3,life sciences,4,male,129.06,3,3, healthcare representative ,3,None,8339.32,21682.23,4,yes,12,3.0,3,part time,0,10.0,2,3.0,8,None,0,0,1988,100071.84,no
324,325,48,No,travel_rarely,417.96,None,2,5,None,2,female,52.25,3,2, sales executive ,4,married,3375.83,8777.17,2,no,14,3.0,1,part time,1,14.0,2,3.0,9,None,6,7,1975,40510.0,yes
325,326,45,No,travel_rarely,495.75,None,2,3,other,4,male,61.967728274552854,3,2, sales executive ,2,None,4004.17,10410.83,0,no,19,3.0,2,part time,1,9.092903060730245,3,4.0,8,None,3,7,1978,48050.0,yes
326,327,26,Yes,travel_frequently,282.8,None,17,4,life sciences,2,female,61.78804121526203,3,1, human resources ,3,None,2284.17,5938.83,0,yes,11,3.0,2,part time,1,8.0,2,2.7475506838899046,7,None,1,0,1997,47910.72287655871,yes
327,328,41,No,non_travel,556.26,None,2,4,other,1,female,69.53070674664973,2,2, healthcare representative ,3,single,4758.1009397020325,11681.39,2,yes,17,3.0,1,part time,0,10.0,3,3.0,8,None,0,7,1982,53914.11,yes
328,329,34,No,non_travel,550.64,None,21,4,None,4,male,68.82896762156636,4,2, sales executive ,4,single,4712.078481609803,11563.5,1,no,12,3.0,4,part time,0,10.0,3,3.0,10,None,5,7,1989,53370.0,yes
329,330,31,No,travel_rarely,556.26,None,6,4,medical,1,male,69.53,4,2, sales executive ,4,divorced,4758.0915527142115,11681.39,4,no,22,4.0,4,part time,2,13.0,4,4.0,7,None,5,7,1992,53914.11,yes
330,331,43,No,travel_frequently,556.26,None,9,5,None,4,male,69.53070674664973,3,2, laboratory technician ,3,divorced,4758.1009397020325,11681.39,3,no,13,3.0,2,part time,1,10.0,3,3.0,8,None,4,7,1980,53914.11,no
331,332,53,No,non_travel,556.26, sales ,1,1,None,4,female,69.53102506305056,3,2, sales executive ,1,single,4758.075838698116,11681.39,7,no,20,4.0,4,part time,0,18.0,2,4.0,14,None,8,10,1970,53914.11,no
332,333,37,No,travel_rarely,973.35,None,3,3,other,3,male,121.66822452399715,3,3, manufacturing director ,3,married,7861.67,20440.33,1,no,15,3.143099345798538,3,part time,1,15.673909559089058,2,3.0,10,None,7,8,1986,94340.0,yes
333,334,54,No,non_travel,1032.49,None,19,4,None,3,male,129.0606010300877,3,3, human resources ,2,None,8339.32,21682.23,2,no,15,3.1414795374798454,3,part time,1,16.0,1,4.0,9,None,7,1,1969,100071.84,yes
334,335,38,No,travel_rarely,556.26, sales ,7,4,marketing,4,female,69.53070357269162,2,2, sales executive ,4,None,4492.84,11681.39,0,no,20,3.153301130942193,1,part time,0,9.926609003783243,2,3.0,7,None,0,5,1985,53914.11,yes
335,336,29,No,non_travel,290.04, research & development ,1,4,life sciences,2,male,36.25,1,1, research scientist ,4,divorced,2342.59,6090.75,1,no,18,3.0,4,part time,1,10.0,5,3.0,10,None,2,8,1994,28111.13,yes
336,337,34,No,non_travel,1032.49,None,9,3,medical,4,female,129.06,2,3, healthcare representative ,2,None,8662.263555711845,21682.23,1,no,14,3.0,2,part time,0,9.0,3,4.0,8,None,7,7,1989,100071.84,no
337,338,39,No,non_travel,556.26,None,2,4,technical degree,4,female,69.53108241095661,2,2, healthcare representative ,3,single,4492.84,11681.39,1,no,11,3.0,1,part time,0,20.0,4,3.0,20,7.0,11,10,1984,53914.11,no
338,339,32,No,non_travel,556.73,None,10,3,marketing,4,male,69.58988367870693,3,2, sales executive ,4,None,4496.67,11691.33,1,no,12,3.0,4,full time,0,10.0,2,2.0,10,None,0,8,1991,53960.0,yes
339,340,38,No,travel_rarely,556.26,None,1,4,life sciences,2,female,69.53070337513422,4,2, healthcare representative ,4,None,4492.84,11681.39,0,no,13,3.0,3,part time,0,10.0,4,2.7548950464808617,9,None,1,8,1985,53914.11,yes
340,341,27,No,travel_rarely,1032.49,None,1,2,life sciences,3,female,129.06,3,3, manufacturing director ,1,married,8339.32,21682.23,1,no,11,3.0,4,part time,0,9.0,3,3.0,9,None,0,7,1996,100071.84,no
341,342,32,No,travel_rarely,1151.33,None,3,2,life sciences,3,female,143.92,3,3, research director ,4,single,9299.17,24177.83,3,no,15,3.0,4,full time,0,10.0,6,3.0,7,None,7,7,1991,111590.0,no
342,343,47,No,non_travel,511.75,None,35,4,marketing,4,male,115.51094470014789,3,2, sales executive ,1,single,4133.33,10746.67,2,no,12,3.0,4,part time,0,20.0,2,3.0,7,None,1,7,1976,89565.70212798496,no
343,344,27,No,travel_frequently,907.21,None,10,2,None,4,male,113.4,3,3, manufacturing director ,1,None,7327.5,19051.5,1,no,21,4.0,3,part time,2,9.0,4,2.0,9,None,1,7,1996,87930.0,yes
344,345,41,No,non_travel,1979.82,None,1,3,None,4,male,247.4787827449847,2,5, manager ,3,None,16428.478428621725,41576.17,1,no,12,3.1158711050589454,2,full time,1,22.0,3,3.0,22,None,2,10,1982,191890.0,no
345,346,28,Yes,non_travel,228.63, research & development ,35,2,None,35,female,28.577402602072343,1,1, research scientist ,2,None,1846.67,4801.33,7,yes,13,3.0,4,part time,0,10.0,4,3.0,7,None,3,7,1995,22160.0,yes
346,347,36,No,non_travel,1208.48, research & development ,8,3,None,1,female,151.060290639213,4,3, research director ,1,married,9760.83,25378.17,9,no,14,3.0,1,full time,1,10.0,2,3.0,8,None,0,5,1987,117130.0,no
347,348,30,No,non_travel,547.24,None,27,5,marketing,3,male,68.40336056481708,3,2, sales executive ,4,divorced,4420.0,11492.0,7,no,23,3.153567370231569,4,part time,1,10.0,2,2.0,8,None,7,7,1993,53040.0,yes
348,349,56,No,travel_rarely,1145.55,None,9,3,None,3,male,143.19,3,4, healthcare representative ,4,married,9252.5,24056.5,7,no,11,3.0,3,full time,0,30.0,1,2.0,10,None,1,1,1967,111030.0,no
349,350,45,No,travel_rarely,684.25,None,2,2,None,2,male,85.53055358198257,1,2, sales representative ,3,single,5526.67,14369.33,0,no,13,3.0,1,full time,0,9.0,3,3.0,8,None,3,1,1978,66320.0,yes
350,351,36,No,non_travel,782.79,None,8,4,None,1,male,97.84723430129469,2,3, sales executive ,1,single,6322.5,16438.5,1,no,15,3.0,2,part time,0,10.0,1,3.0,10,None,0,9,1987,75870.0,no
351,352,29,No,non_travel,447.26,None,27,3,medical,2,female,55.90619562019662,3,2, healthcare representative ,3,married,3612.5,9392.5,4,no,12,3.0,1,part time,1,11.0,3,2.0,8,None,1,1,1994,43350.0,yes
352,353,38,No,non_travel,616.98,None,2,4,life sciences,1,female,77.12200632785265,4,2, manufacturing director ,1,single,4983.33,12956.67,6,no,12,3.0,4,full time,0,17.0,2,3.0,15,None,4,12,1985,59800.0,yes
353,354,40,No,non_travel,437.87,None,13,2,medical,13,female,63.73255904032172,4,2, healthcare representative ,2,None,3536.67,9195.33,1,no,24,4.0,4,part time,1,8.0,2,3.0,8,None,3,7,1983,49418.434547384,yes
354,355,42,No,travel_frequently,1973.98,None,8,3,None,2,male,161.84179265343602,3,5, manager ,4,None,15943.72,41453.67,1,no,13,3.0,2,part time,1,24.0,4,2.0,24,None,14,9,1981,125489.25349214484,yes
355,356,36,No,travel_rarely,539.4,None,1,3,other,3,female,67.42318012168616,3,2, manufacturing director ,2,None,4356.67,11327.33,0,no,15,3.0,1,part time,1,9.694286732563665,2,3.0,9,None,0,5,1987,52280.0,no
356,357,29,No,travel_rarely,278.57,None,23,2,None,3,male,34.81956538618507,4,1, research scientist ,3,married,2250.0,5850.0,1,no,24,4.0,3,part time,1,10.0,3,3.0,10,None,0,7,1994,27000.0,yes
357,358,55,Yes,non_travel,556.26,None,2,1,medical,3,male,69.53,3,2, sales executive ,4,single,4758.101451438901,11681.39,4,no,16,3.0,3,part time,0,9.824940151393664,3,2.0,9,None,7,3,1968,53914.11,no
358,359,28,No,non_travel,556.26, sales ,2,4,None,2,female,69.53064195980734,3,2, sales executive ,2,None,4758.107236733325,11681.39,1,no,20,4.0,1,part time,0,8.0,2,3.0,8,None,7,5,1995,53914.11,yes
359,360,26,Yes,non_travel,244.11,None,5,2,medical,3,female,30.51187830740162,2,1, research scientist ,3,married,1971.67,5126.33,1,no,14,3.0,1,part time,1,8.0,2,3.0,8,None,1,7,1997,23660.0,yes
360,361,44,No,non_travel,290.04,None,9,2,None,2,male,62.26807117617894,3,1, research scientist ,1,None,2342.59,6090.75,1,yes,13,3.0,4,part time,0,8.0,0,3.0,8,None,7,1,1979,48282.92422493749,yes
361,362,41,Yes,non_travel,290.04, research & development ,2,4,life sciences,2,female,74.41875026573554,1,1, laboratory technician ,4,divorced,2342.59,6090.75,4,yes,13,3.0,3,part time,1,11.410722774668848,1,2.0,7,None,1,0,1982,57704.1492221814,yes
362,363,31,No,travel_rarely,240.29,None,7,4,None,2,male,30.034604441482152,2,1, sales representative ,3,None,1940.83,5046.17,3,no,15,3.1610703935713795,2,part time,0,5.572805063036272,2,4.0,7,None,5,2,1992,23290.0,no
363,364,26,No,travel_frequently,443.03, sales ,28,3,medical,28,male,55.37732249626867,2,2, sales executive ,1,None,3829.88319832795,9303.67,1,no,12,3.0,2,part time,0,8.270008878304237,2,3.0,7,None,0,7,1997,42940.0,yes
364,365,31,No,non_travel,556.26,None,12,3,medical,4,female,69.5306959698834,3,2, healthcare representative ,4,None,4758.100879349258,11681.39,0,no,11,3.0,3,part time,2,10.0,2,1.0,9,None,8,5,1992,53914.11,no
365,366,32,No,non_travel,693.85,None,3,4,medical,3,female,86.72994515247673,3,2, manufacturing director ,1,married,5886.096887484104,14570.83,1,no,12,3.0,3,full time,1,8.0,2,4.0,8,None,6,3,1991,67250.0,no
366,367,36,Yes,travel_rarely,1065.28,None,3,1,life sciences,3,male,133.1595067611101,2,3, sales executive ,4,married,8604.17,22370.83,1,no,11,3.140850836791859,1,full time,1,16.940634122738455,6,3.0,16,None,3,7,1987,103250.0,no
367,368,45,No,non_travel,458.82,None,47,2,None,47,male,57.35056758465849,3,2, laboratory technician ,2,None,3959.2944818613555,9635.17,1,no,12,3.0,2,part time,0,8.486804002737511,5,2.0,9,None,0,8,1978,44470.0,yes
368,369,39,No,travel_rarely,1032.49,None,2,5,None,1,male,129.06,4,3, sales executive ,3,single,8662.263525535964,21682.23,0,no,18,3.0,4,part time,0,9.0,3,3.0,8,None,0,7,1984,100071.84,no
369,370,36,No,non_travel,556.26,None,8,4,technical degree,1,male,69.53078189752293,3,2, sales executive ,4,divorced,4492.84,11681.39,4,no,13,3.154204981446459,4,part time,2,12.0,3,3.0,7,None,0,7,1987,53914.11,yes
370,371,46,No,non_travel,1118.93,None,7,2,medical,4,male,139.87,3,3, manufacturing director ,3,None,9037.5,23497.5,6,no,13,3.0,2,full time,1,17.67991305410483,3,3.0,8,None,0,7,1977,108450.0,no
371,372,54,No,travel_rarely,1032.49,None,17,3,technical degree,3,female,129.06082229844236,3,3, manufacturing director ,3,None,8339.32,21682.23,8,no,11,3.1440525577024294,3,part time,1,22.0,2,3.0,10,None,0,8,1969,100071.84,yes
372,373,30,No,travel_rarely,1032.49,None,8,2,None,2,female,129.06060719460197,4,3, research director ,1,None,8339.32,21682.23,0,yes,12,3.0,3,part time,3,16.48880895132774,4,2.0,8,None,1,7,1993,100071.84,yes
373,374,26,No,non_travel,564.57,None,2,2,medical,4,male,70.57,4,2, manufacturing director ,4,married,4826.265720319069,11856.0,1,no,12,3.0,2,full time,0,9.939117329879119,2,3.0,8,None,1,3,1997,54720.0,no
374,375,55,No,travel_frequently,658.77,None,18,4,medical,3,male,82.34508088079099,3,2, healthcare representative ,2,married,5320.83,13834.17,3,no,14,3.0,4,full time,2,11.339183034540271,3,3.0,8,None,6,7,1968,63850.0,yes
375,376,50,No,non_travel,654.85, sales ,1,3,life sciences,4,female,81.85499065369747,3,2, sales executive ,3,married,5566.36311407051,13751.83,0,no,12,3.0,1,full time,1,11.178905009259234,3,3.0,18,None,0,13,1973,63470.0,yes
376,377,32,No,non_travel,290.04,None,29,4,None,4,female,36.25258171725617,3,1, laboratory technician ,3,single,2575.607389308466,6090.75,9,no,12,3.0,2,part time,0,10.0,2,3.0,8,None,7,7,1991,28111.13,yes
377,378,53,No,travel_frequently,776.39,None,2,3,marketing,3,female,97.05,2,3, sales executive ,2,None,6562.691736883282,16304.17,2,no,12,3.0,1,part time,1,30.0,2,2.755241580891771,15,None,6,12,1970,75250.0,yes
378,379,40,No,travel_rarely,556.26,None,26,3,None,3,male,69.53062376445003,3,2, sales executive ,1,married,4492.84,11681.39,1,no,14,3.0,2,part time,1,8.0,3,2.0,7,None,7,5,1983,53914.11,no
379,380,55,No,non_travel,1582.77,None,2,1,None,3,male,104.71858964198086,2,4, manager ,1,single,12783.92,33238.2,7,no,15,3.0,2,part time,0,11.498933972715756,3,4.0,9,None,6,2,1968,81197.78349932784,yes
380,381,28,Yes,non_travel,1032.49,None,24,2,None,2,male,129.06036210248783,2,3, healthcare representative ,1,single,8339.32,21682.23,1,no,12,3.0,1,part time,0,10.0,2,2.0,10,None,1,9,1995,100071.84,no
381,382,28,No,travel_rarely,377.62,None,10,3,other,3,female,78.8155176335818,3,2, research scientist ,3,single,3050.0,7930.0,3,no,13,3.0,4,part time,0,11.733112083708619,4,4.0,8,None,1,7,1995,61113.266306777674,yes
382,383,35,Yes,non_travel,1032.49,None,4,3,technical degree,4,male,129.0603429722442,3,3, sales executive ,1,None,8662.26353696129,21682.23,0,no,22,4.0,1,part time,0,9.0,2,3.0,8,None,4,7,1988,100071.84,yes
383,384,33,Yes,travel_frequently,556.26, research & development ,36,4,medical,36,female,69.53,2,2, research scientist ,3,single,4492.84,11681.39,1,no,22,4.0,2,part time,0,14.0,4,3.0,13,None,3,8,1990,53914.11,yes
384,385,25,Yes,non_travel,290.04, research & development ,4,1,technical degree,4,male,36.25247551797971,3,1, laboratory technician ,4,married,2575.6168497767267,6090.75,1,no,15,3.1605408700898545,2,part time,1,7.0,3,4.0,7,None,5,6,1998,28111.13,yes
385,386,38,No,non_travel,901.75, sales ,10,4,None,3,male,112.71744587350287,2,3, sales executive ,3,None,7283.33,18936.67,0,yes,14,3.0,2,part time,2,9.0,2,2.7676658866192843,8,None,2,7,1985,87400.0,yes
386,387,28,No,non_travel,1032.49,None,12,3,None,12,female,129.06060501585438,3,3, manufacturing director ,2,None,8662.240338575008,21682.23,0,no,17,3.0,2,part time,3,16.36502987950218,3,2.0,9,None,1,7,1995,100071.84,yes
387,388,43,No,travel_frequently,1032.49,None,27,3,life sciences,3,female,129.06,3,3, manufacturing director ,1,married,8662.235240108315,21682.23,8,no,11,3.0,3,part time,1,18.0,1,3.0,8,None,0,1,1980,100071.84,no
388,389,39,Yes,travel_frequently,1582.77, research & development ,2,3,life sciences,1,male,197.85,3,4, healthcare representative ,4,None,12783.92,33238.2,7,no,11,3.0,4,full time,3,21.0,4,3.0,18,None,11,5,1984,153407.07,no
389,390,40,No,travel_rarely,1973.98,None,14,3,None,3,male,246.74988616414782,2,5, research director ,3,None,16380.633921083445,41453.67,1,no,14,3.1192227244613027,1,full time,0,29.294631058650403,2,2.798835476024021,20,None,4,9,1983,191324.62,yes
390,391,29,No,travel_rarely,556.26,None,8,1,medical,2,male,74.8125906095984,2,2, manufacturing director ,4,married,4492.84,11681.39,1,no,15,3.0,3,part time,1,10.0,2,2.0,10,None,1,2,1994,58009.551212945276,yes
391,392,40,No,non_travel,1392.75,None,32,4,None,2,female,174.09471982967057,3,3, research director ,3,None,11249.17,29247.83,9,no,17,3.0,3,full time,0,20.0,3,2.0,18,None,2,13,1983,134990.0,no
392,393,26,No,travel_rarely,290.04,None,3,4,None,1,male,36.25251512885158,4,1, laboratory technician ,4,None,2342.59,6090.75,1,no,22,4.0,2,part time,1,8.0,2,3.0,8,None,0,7,1997,28111.13,yes
393,394,35,No,travel_rarely,1032.49,None,2,3,None,3,male,107.76173399634688,2,3, manufacturing director ,2,divorced,8339.32,21682.23,2,no,18,3.0,2,part time,1,15.0,2,4.0,7,None,6,4,1988,83557.2826329152,yes
394,395,53,No,non_travel,1973.98, research & development ,7,2,medical,4,female,246.7497581446466,3,5, manager ,3,divorced,15943.72,41453.67,3,no,18,3.0,2,full time,1,26.0,6,3.0,7,None,4,7,1970,191324.62,no
395,396,35,No,non_travel,556.26,None,17,4,life sciences,3,male,69.53089560407976,3,2, sales executive ,1,None,4758.085225596234,11681.39,3,no,15,3.0,4,part time,3,15.0,2,3.0,7,None,1,7,1988,53914.11,yes
396,397,33,No,non_travel,556.26,None,25,3,medical,2,female,69.53069653571828,3,2, sales executive ,3,None,4492.84,11681.39,1,no,12,3.0,1,part time,1,9.926617910235912,3,2.0,10,None,0,1,1990,53914.11,yes
397,398,36,No,non_travel,290.04, research & development ,6,4,life sciences,3,male,36.252437011141964,1,1, laboratory technician ,3,divorced,2575.619441476641,6090.75,1,no,14,3.0,3,part time,1,6.168905976724375,4,3.0,7,None,1,7,1987,28111.13,yes
398,399,30,No,travel_rarely,360.18,None,7,4,life sciences,3,male,45.02,3,2, laboratory technician ,3,divorced,2909.17,7563.83,1,no,13,3.1580607116957897,1,part time,3,7.2248234492504,4,2.0,10,None,8,9,1993,34910.0,yes
399,400,60,No,non_travel,538.57,None,29,4,None,29,male,83.7691895698438,4,2, sales executive ,4,divorced,4350.0,11310.0,0,no,18,3.0,2,part time,1,12.0,3,3.0,11,None,1,9,1963,64954.203324159695,yes
400,401,32,No,non_travel,556.26,None,2,2,life sciences,4,female,69.53,3,2, research scientist ,3,single,4758.100939624753,11681.39,4,yes,14,3.0,4,part time,0,10.0,2,3.0,8,None,0,7,1991,53914.11,no
401,402,36,No,non_travel,1057.75,None,1,3,technical degree,3,female,132.21803663698682,1,3, manufacturing director ,1,divorced,8543.33,22212.67,2,yes,21,4.0,3,full time,1,17.0,2,3.0,7,None,7,7,1987,102520.0,yes
402,403,27,No,travel_rarely,290.04,None,14,3,None,1,male,74.41875026573554,3,1, research scientist ,1,None,2342.59,6090.75,1,no,14,3.0,4,part time,2,11.410722774668848,3,2.0,9,None,6,8,1996,57704.1492221814,yes
403,404,43,No,non_travel,2036.67, research & development ,3,3,life sciences,3,male,254.58534418002898,1,5, research director ,4,None,16450.0,42770.0,3,no,14,3.0,2,full time,1,30.325833429608974,2,3.0,8,None,0,7,1980,197400.0,yes
404,405,29,No,travel_rarely,1582.77,None,1,3,None,4,female,197.84681786138185,2,4, research director ,4,divorced,13173.517446829348,33238.2,3,no,14,3.0,2,full time,2,9.0,2,2.0,7,None,1,7,1994,153407.07,yes
405,406,59,No,non_travel,1032.49,None,24,4,None,24,male,129.06060719460197,3,3, manufacturing director ,4,single,8339.32,21682.23,6,no,12,3.0,4,part time,0,16.48880895132774,6,2.0,9,None,5,4,1964,100071.84,no
406,407,43,No,travel_rarely,1032.49,None,4,4,marketing,4,female,129.06086390888765,2,3, sales executive ,4,single,8339.32,21682.23,3,no,14,3.0,4,part time,0,23.0,3,4.0,21,None,15,17,1980,100071.84,yes
407,408,44,Yes,travel_rarely,1032.49,None,15,3,medical,1,female,129.06,3,3, healthcare representative ,4,married,8339.32,21682.23,1,no,11,3.0,4,part time,1,16.488799570424348,2,3.0,10,None,0,5,1979,100071.84,yes
408,409,29,Yes,non_travel,290.04, research & development ,7,3,technical degree,2,female,70.34765590738226,3,1, laboratory technician ,3,divorced,2342.59,6090.75,3,yes,13,3.0,1,part time,2,10.0,2,3.0,7,None,7,7,1994,54547.5656226739,yes
409,410,32,No,travel_rarely,640.61,None,8,3,None,3,male,80.07520335296256,4,2, sales executive ,4,married,5174.17,13452.83,1,no,15,3.0,3,full time,2,11.088953899260696,4,4.0,10,None,0,8,1991,62090.0,no
410,411,36,No,travel_rarely,731.92,None,10,4,technical degree,4,female,91.48909592091584,3,3, healthcare representative ,3,married,6198.194822331441,15370.33,3,no,12,3.0,1,part time,0,12.237329466065557,0,3.0,7,None,1,7,1987,70940.0,yes
411,412,52,Yes,non_travel,1032.49, sales ,5,3,None,2,male,129.06060719460197,3,3, sales executive ,2,single,8339.32,21682.23,9,yes,19,3.0,3,part time,0,16.48880895132774,2,2.0,8,None,7,7,1971,100071.84,yes
412,413,39,No,travel_rarely,467.79,None,33,2,None,1,male,58.47261774401576,3,2, manufacturing director ,3,single,3778.33,9823.67,0,no,11,3.0,1,part time,0,8.707639701488787,6,2.752287173651991,8,None,1,7,1984,45340.0,yes
413,414,34,No,non_travel,876.98,None,9,3,None,4,male,109.622199054907,3,3, healthcare representative ,4,None,7083.33,18416.67,0,no,11,3.1435210865822327,4,part time,1,10.0,0,2.0,9,None,1,6,1989,85000.0,yes
414,415,38,No,non_travel,556.26,None,2,2,life sciences,2,female,69.53074451813573,3,2, sales executive ,1,None,4758.097796880873,11681.39,3,no,15,3.0,4,part time,1,11.0,3,3.0,7,None,1,7,1985,53914.11,yes
415,416,36,No,travel_frequently,478.63, sales ,12,3,marketing,12,female,59.826805202945174,4,2, sales executive ,1,married,3865.83,10051.17,2,no,16,3.0,4,part time,1,8.856924064797804,2,2.0,15,None,6,13,1987,46390.0,yes
416,417,35,No,non_travel,553.33,None,1,3,None,4,female,69.16428779245288,2,2, laboratory technician ,4,None,4469.17,11619.83,0,no,12,3.0,2,part time,1,10.0,0,3.0,9,None,0,0,1988,53630.0,no
417,418,55,Yes,non_travel,1582.77,None,13,4,None,1,male,197.84738411956545,4,4, sales executive ,3,None,12783.92,33238.2,6,no,17,3.0,3,full time,0,24.07141892418724,2,2.0,19,None,3,8,1968,153407.07,yes
418,419,34,No,non_travel,556.26,None,29,3,None,2,male,69.53070469585357,3,2, laboratory technician ,3,None,4492.84,11681.39,4,no,13,3.0,1,part time,2,10.0,1,3.0,8,None,7,7,1989,53914.11,no
419,420,43,No,non_travel,421.06,None,6,3,medical,1,female,52.63069006150819,2,2, research scientist ,3,single,3400.83,8842.17,1,yes,14,3.0,1,part time,0,20.0,3,1.0,20,None,1,8,1980,40810.0,no
420,421,42,No,travel_rarely,1582.77,None,10,3,human resources,3,female,197.84727349581686,3,4, manager ,1,married,12783.92,33238.2,0,no,14,3.0,3,full time,1,21.0,5,3.0,20,None,0,9,1981,153407.07,no
421,422,26,No,travel_rarely,369.16,None,7,3,None,3,male,46.14305426966558,4,1, laboratory technician ,1,single,3224.2697338171142,7752.33,0,no,12,3.0,4,full time,0,8.0,2,3.0,7,None,0,7,1997,35780.0,yes
422,423,29,Yes,non_travel,1032.49,None,14,1,other,3,female,129.0606125826306,3,3, healthcare representative ,4,single,8339.32,21682.23,0,yes,12,3.0,1,part time,0,16.488799570590036,1,3.0,8,None,7,7,1994,100071.84,yes
423,424,54,No,non_travel,1787.81, research & development ,1,3,None,4,female,223.48,3,4, research director ,4,None,14854.366700513612,37544.0,6,no,19,3.0,4,full time,0,29.0,3,2.0,20,None,12,7,1969,173280.0,no
424,425,55,No,non_travel,1582.77,None,1,4,None,2,male,197.8476565993028,4,4, research director ,4,divorced,12783.92,33238.2,2,no,13,3.0,4,full time,2,31.0,4,4.0,7,None,0,0,1968,153407.07,yes
425,426,40,No,non_travel,556.26,None,9,4,other,3,male,69.5307411443434,3,2, laboratory technician ,3,None,4492.84,11681.39,3,no,11,3.0,3,part time,2,11.0,2,2.7544679915015773,8,None,0,7,1983,53914.11,yes
426,427,31,No,non_travel,1113.56,None,8,2,None,1,male,139.19515777795294,3,3, sales executive ,4,divorced,8994.17,23384.83,1,no,18,3.1376613581540216,1,full time,1,13.0,5,3.0,13,None,9,9,1992,107930.0,yes
427,428,46,Yes,non_travel,1032.49,None,9,3,marketing,1,male,160.2790347491685,3,3, sales executive ,4,divorced,8339.32,21682.23,4,no,11,3.0,1,part time,1,28.0,1,4.0,7,None,4,3,1977,124277.45171820193,yes
428,429,45,No,travel_rarely,1119.55,None,20,3,medical,2,male,139.9433598694991,1,3, healthcare representative ,1,None,9042.5,23510.5,2,yes,18,3.0,2,full time,1,17.688443184810414,2,3.0,7,None,0,7,1978,108510.0,no
429,430,49,No,travel_rarely,1079.83,None,7,4,life sciences,3,male,134.98,3,3, healthcare representative ,2,divorced,9050.281023144933,22676.33,3,no,14,3.0,2,full time,2,29.0,3,3.0,8,None,0,7,1974,104660.0,no
430,431,29,No,travel_rarely,556.26,None,19,3,None,3,male,69.53,2,2, sales executive ,3,None,4492.84,11681.39,1,no,14,3.0,3,part time,2,10.0,3,3.0,10,None,0,4,1994,53914.11,yes
431,432,29,Yes,non_travel,243.7,None,1,4,technical degree,1,male,30.46018805720531,2,1, research scientist ,1,single,2195.74811735197,5117.67,6,no,13,3.0,3,part time,0,5.532576457381558,2,1.0,9,None,0,7,1994,23620.0,yes
432,433,29,No,non_travel,556.26,None,8,1,other,3,female,69.53066897516372,1,2, healthcare representative ,1,None,4758.104082523192,11681.39,3,no,13,3.0,3,part time,1,9.0,3,3.0,7,None,0,7,1994,53914.11,yes
